@relation MidiTracks

@attribute melody {YES,NO}
@attribute normalizedDuration numeric
@attribute numberOfNotes numeric
@attribute occupationRate numeric
@attribute polyphonyRate numeric
@attribute highestPith numeric
@attribute normHighestPitch numeric
@attribute lowestPitch numeric
@attribute normLowestPitch numeric
@attribute pitchMean numeric
@attribute normPitchMean numeric
@attribute pitchDeviation numeric
@attribute normPitchDeviation numeric
@attribute numberOfDifferentIntervals numeric
@attribute normNumberOfDifferentIntervals numeric
@attribute largestInterval numeric
@attribute normLargestInterval numeric
@attribute smallestInterval numeric
@attribute normSmallestInterval numeric
@attribute intervalMean numeric
@attribute normIntervalMean numeric
@attribute intervalMode numeric
@attribute normIntervalMode numeric
@attribute intervalDeviation numeric
@attribute normIntervalDeviation numeric
@attribute longestNote numeric
@attribute normLongestNote numeric
@attribute shortestNote numeric
@attribute normShortestNote numeric
@attribute durationMean numeric
@attribute normDurationMean numeric
@attribute durationDeviation numeric
@attribute normDurationDeviation numeric

@data
YES,0.976563,181,0.869976,0.132388,76,0.666667,62,0.592593,69.538462,0.632293,4.289798,0.684387,17,0.666667,10,0.647059,-8,0.666667,0.027778,0.985998,0,0.375,2.914391,0.513081,2125,0.187023,125,0.014337,916.666667,0.092724,608.8183,0.358197
NO,0.979167,30,0.566038,0.45283,96,1,84,1,89.333333,1,3.464102,0.552657,11,0.416667,7,0.470588,-10,0.583333,0,0.95935,5,1,4.250761,0.74835,4000,0.358779,1000,0.139785,2333.333333,0.245434,1247.219129,0.733799
NO,1,201,0.944444,0,79,0.716667,55,0.462963,67.333333,0.591331,6.268085,1,25,1,16,1,-24,0,-0.025,0.935366,-3,0,5.680174,1,4000,0.358779,250,0.032258,1284.52381,0.132377,1228.630259,0.722863
NO,1,201,0.944444,0,79,0.716667,55,0.462963,67.333333,0.591331,6.268085,1,25,1,12,0.764706,-17,0.291667,0.02,0.978537,3,0.75,5.556942,0.978305,4000,0.358779,250,0.032258,1284.52381,0.132377,1228.630259,0.722863
NO,0.976563,100,0.865248,0.146572,57,0.35,42,0.222222,51.333333,0.294118,4.163332,0.664211,13,0.5,13,0.823529,-8,0.666667,0,0.95935,0,0.375,3.139839,0.552772,750,0.061069,250,0.032258,500,0.047809,144.337567,0.084921
NO,0.979818,411,0.981143,0.033589,86,0.833333,72,0.777778,78.2,0.793189,4.190465,0.66854,12,0.458333,10,0.647059,-7,0.708333,0,0.95935,0,0.375,1.415937,0.249277,83.333333,0,62.5,0.005376,80.357143,0.002574,7.290148,0.004289
NO,0.976563,119,0.56974,0.434988,64,0.466667,50,0.37037,57.538462,0.409383,4.289798,0.684387,17,0.666667,10,0.647059,-8,0.666667,0.042373,1,0,0.375,2.923876,0.514751,2125,0.187023,125,0.014337,916.666667,0.092724,608.8183,0.358197
NO,0.980469,163,0.886926,0.2351,36,0,35,0.092593,35.5,0,0.353553,0.056405,3,0.083333,1,0.117647,-1,0.958333,0,0.95935,0,0.375,0.111111,0.019561,125,0.003817,75,0.007168,100,0.004691,17.67767,0.010401
NO,0.981771,90,0.863529,0.449412,40,0.066667,40,0.185185,40,0.083591,0,0,1,0,0,0.058824,0,1,0,0.95935,0,0.375,0,0,500,0.038168,250,0.032258,375,0.034335,88.388348,0.052003
NO,0.979167,568,0.866745,0.803066,42,0.1,42,0.222222,42,0.120743,0,0,1,0,0,0.058824,0,1,0,0.95935,0,0.375,0,0,125,0.003817,125,0.014337,125,0.007386,0,0
NO,0.988281,21,0.887719,0.116959,57,0.35,49,0.351852,53.666667,0.337461,3.399346,0.542326,5,0.166667,8,0.529412,-8,0.666667,0,0.95935,0,0.375,5.215362,0.918169,875,0.072519,250,0.032258,541.666667,0.052301,256.850583,0.151118
NO,0.980469,80,0.976443,0.037691,50,0.233333,42,0.222222,45.833333,0.19195,2.793842,0.445725,10,0.375,8,0.529412,-3,0.875,0.012658,0.971493,0,0.375,2.319394,0.408331,195.833333,0.010305,25,0,85.119048,0.003087,39.267673,0.023103
NO,0.019097,22,0.593373,0.415663,81,0.75,80,0.925926,80.5,0.835913,0.353553,0.056405,2,0.041667,0,0.058824,-1,0.958333,-0.047619,0.913666,0,0.375,0.212959,0.037492,83.333333,0,29.166667,0.000597,56.481481,0,18.332398,0.010786
NO,0,3,0.916667,0,60,0.4,58,0.518519,59,0.436533,0.57735,0.09211,1,0,-1,0,-1,0.958333,-1,0,-1,0.25,0,0,11000,1,7000,1,9333.333333,1,1699.673171,1
YES,0.976563,156,0.869976,0.132388,76,0.666667,62,0.592593,69.636364,0.634112,4.333227,0.691316,16,0.625,10,0.647059,-8,0.666667,0.032258,0.990296,-2,0.125,3.203666,0.564008,2125,0.187023,125,0.014337,916.666667,0.092724,608.8183,0.358197
NO,0.515432,218,0.989762,0.011887,50,0,28,0,36.916667,0,5.992472,0.366328,16,0,14,0.208333,-14,0.904762,0.032258,1,0,0,5.039372,0,891.666667,0,370.833333,0.814433,536.904762,0.196532,92.343154,0
NO,1,1125,0.989831,0,69,0.487179,36,0.216216,55.421053,0.451021,9.767377,0.961381,50,1,29,0.833333,-33,0,0.016904,0.59181,12,1,9.164214,0.490603,1500,0.292585,116.666667,0.185567,322.240991,0,260.384257,0.204127
NO,1,724,0.989732,0,69,0.487179,36,0.216216,54.55,0.42979,10.012367,1,44,0.823529,33,1,-29,0.190476,0.02213,0.730746,12,1,13.447076,1,2970.833333,1,445.833333,1,1356.292517,0.946709,728.929321,0.773291
NO,1,561,0.989619,0,67,0.435897,50,0.594595,58.5,0.526066,3.66856,0,20,0.117647,9,0,-12,1,-0.005357,0,5,0.416667,6.631767,0.189397,2937.5,0.983968,391.666667,0.865979,1414.5,1,915.55965,1
YES,0,541,0.991364,0.011772,89,1,65,1,77.944444,1,6.899857,0.509362,24,0.235294,21,0.5,-20,0.619048,0,0.14242,0,0,6.177918,0.135417,2816.666667,0.925852,41.666667,0,509.353389,0.171308,571.151739,0.581631
NO,0.891032,463,0.979953,0.021634,54,0.103448,25,0,38.043478,0,7.88768,0.468464,26,0.25,15,0.233333,-19,0.608696,0,0.611384,1,0.166667,7.282785,0.294256,666.666667,0.002631,62.5,0,381.487342,0.175823,128.869003,0
NO,0.759884,872,1,0.015078,51,0,35,0.277778,42,0.131137,5.338539,0.096421,21,0.145833,16,0.266667,-16,0.73913,0.013777,1,0,0,8.500681,0.473086,500,0,104.166667,0.833333,153.645833,0,130.90957,0.000271
NO,1,1016,0.98,0,80,1,37,0.333333,60.111111,0.731423,11.529618,1,62,1,38,1,-33,0,-0.021675,0,6,1,12.08914,1,63858.333333,1,66.666667,0.083333,1449.506173,1,7656.464512,1
YES,0,396,0.976812,0,76,0.862069,61,1,68.214286,1,4.67789,0,14,0,8,0,-10,1,0.007595,0.825615,1,0.166667,5.278803,0,1400,0.014205,112.5,1,419.693572,0.205306,286.505738,0.020941
NO,0.544,157,0.949704,0.05585,53,0.08,29,0,39.4375,0,6.936937,0.439919,21,0.324324,13,0.166667,-12,0.730769,0,0.35518,1,0.5,6.078546,0.277149,666.666667,0.04779,137.5,0.611111,412.57716,0.341898,112.295455,0
NO,0,330,1,0.037993,51,0,35,0.230769,42,0.118841,5.338539,0.242431,20,0.297297,16,0.266667,-16,0.576923,0.036474,0.750304,0,0.375,8.741398,0.661541,500,0,104.166667,0.166667,170.138889,0,147.518374,0.041561
NO,0.996,367,0.949844,0,76,1,36,0.269231,59.28,0.920232,11.470031,1,46,1,38,1,-31,0,-0.032787,0,5,1,11.086053,1,3987.5,1,91.666667,0,523.324275,0.498078,632.729695,0.614081
YES,1,85,0.952086,0,65,0.56,55,1,61,1,3.376389,0,9,0,8,0,-5,1,0.059524,1,-3,0,4.158615,0,3612.5,0.892473,166.666667,1,879.234973,1,959.79708,1
NO,0.995328,435,0.977203,0,58,0,22,0,38.071429,0,10.326556,0.839943,28,0.282609,26,0.615385,-17,0.7,-0.018433,0.047854,0,0.807692,7.172633,0.314476,1445.833333,0.392734,33.333333,0.225806,325.961538,0.318184,254.290337,0.265085
NO,0.983647,2170,1,0.017231,63,0.238095,35,0.302326,46.909091,0.260478,9.326936,0.72361,37,0.478261,28,0.692308,-28,0.333333,0.005533,0.293479,-21,0,16.795984,1,500,0,104.166667,0.774194,160.714286,0,138.512813,0.037429
NO,1,1329,0.977273,0,79,1,36,0.325581,59.352941,0.627245,11.701891,1,61,1,36,1,-38,0,0.018072,0.421999,5,1,11.065644,0.591797,2908.333333,1,58.333333,0.419355,645.920746,0.934266,601.761745,0.948326
NO,1,2840,0.977107,0,70,0.571429,43,0.488372,56.809524,0.552281,8.261322,0.599597,35,0.434783,24,0.538462,-19,0.633333,0.006692,0.305367,0,0.807692,8.008556,0.374024,1500,0.415225,4.166667,0,217.217631,0.108797,231.454546,0.220183
YES,0,95,0.9375,0.067425,79,1,65,1,72,1,3.109126,0,15,0,12,0.076923,-10,0.933333,0.074468,1,-5,0.615385,5.07652,0.165159,2333.333333,0.761246,133.333333,1,680.059524,1,628.041367,1
NO,0.965318,304,0.648407,0,73,0.714286,42,0.465116,57.064516,0.559796,9.051592,0.691566,15,0,10,0,-8,1,-0.023102,0,1,0.846154,2.75803,0,983.333333,0.200692,79.166667,0.580645,249.665179,0.171275,119.47764,0
YES,0.99849,378,0.995012,0.015588,81,0.512821,60,0.366667,71,0.442963,6.17117,0.489187,14,0.407407,9,0.184211,-8,0.793103,0.045093,0.748167,2,0.571429,3.676664,0.509655,1500,0.59408,95.052083,0.045662,365.699405,0.167677,276.682743,0.589711
NO,0.998604,607,0.990025,0.019951,41,0,27,0,33.625,0,4.357106,0.326778,9,0.222222,7,0.131579,-7,0.827586,0.014851,0.706659,0,0.285714,2.004478,0.130448,2000,0.79704,3.90625,0,203.576743,0.085111,221.775973,0.472685
NO,0.755101,106,0.690695,0.310874,94,0.679487,65,0.422222,77.214286,0.516614,8.239093,0.674325,14,0.407407,9,0.184211,-17,0.482759,0.228571,1,0,0.285714,4.16392,0.620151,250,0.086681,244.791667,0.120678,246.09375,0.106764,2.255274,0.004807
NO,0.66755,57,0.112467,0.89103,81,0.512821,65,0.422222,73.333333,0.470617,5.18545,0.400938,11,0.296296,9,0.184211,-16,0.517241,0.071429,0.784314,0,0.285714,3.337328,0.432702,244.791667,0.084567,244.791667,0.120678,244.791667,0.106101,0,0
NO,0.762283,843,0.885574,0.118796,65,0.307692,53,0.288889,59.166667,0.302716,3.804237,0.27728,10,0.259259,7,0.131579,-7,0.827586,-0.004751,0.679754,0,0.285714,1.429242,0,57.291667,0.008457,57.291667,0.026745,57.291667,0.01061,0,0
NO,0.75513,68,0.987179,0.01757,81,0.512821,65,0.422222,73.181818,0.468822,4.820754,0.368287,15,0.444444,10,0.210526,-7,0.827586,-0.149254,0.481416,-2,0,3.003748,0.357055,2000,0.79704,111.979167,0.054142,646.342844,0.310604,467.392916,0.996183
NO,0,17,0.888889,0,70,0.371795,58,0.344444,64,0.36,3.162278,0.219807,9,0.222222,5,0.078947,-9,0.758621,-0.5,0,5,1,4.677072,0.73652,2000,0.79704,2000,1,2000,1,0,0
NO,0.627722,31,0.864372,0.142692,50,0.115385,38,0.122222,43,0.111111,5.09902,0.3932,4,0.037037,9,0.184211,-12,0.655172,-0.4,0.137255,0,0.285714,3.929377,0.566963,282.552083,0.099894,57.291667,0.026745,170.758929,0.068397,94.173843,0.200718
NO,0.999516,58,0.666104,0.337633,82,0.525641,72,0.5,77.285714,0.51746,3.368522,0.238272,9,0.222222,5,0.078947,-5,0.896552,0,0.686275,2,0.571429,2.470883,0.236216,750,0.289641,128.90625,0.062622,334.346065,0.151709,150.455938,0.320676
NO,1,242,0.721046,0,82,0.525641,69,0.466667,76.25,0.505185,4.175823,0.310548,16,0.481481,12,0.263158,-12,0.655172,0.012448,0.70336,2,0.571429,4.856857,0.77729,500,0.188161,125,0.060665,273.60026,0.120773,131.977624,0.281292
NO,0.774139,175,0.686339,0.31389,119,1,117,1,118,1,0.707107,0,3,0,2,0,-2,1,0,0.686275,2,0.571429,1.976878,0.124189,36.458333,0,36.458333,0.016308,36.458333,0,0,0
NO,0.989056,848,0.989937,0,81,0.512821,57,0.333333,68.375,0.411852,7.338895,0.593732,27,0.888889,15,0.342105,-19,0.413793,0.008264,0.697618,0,0.285714,5.838938,1,2500,1,28.645833,0.012394,461.70079,0.216569,469.183829,1
NO,0.998618,1583,0.910223,0.128236,76,0.448718,36,0.1,54.181818,0.243636,11.876778,1,30,1,40,1,-31,0,0.003793,0.69148,0,0.285714,4.911735,0.789735,122.395833,0.034884,122.395833,0.059361,122.395833,0.043767,0,0
YES,0.726684,205,0.924599,0.076846,76,0.555556,28,0,66.181818,0.656354,12.561255,0.811569,16,0,43,1,-46,0,-0.019608,0.204806,-2,0,5.335748,0.214884,2296.875,0.633864,62.5,0.692308,568.163029,0.467535,547.388907,0.725421
NO,0.982258,162,0.835117,0.166646,61,0,43,0.454545,51.846154,0,5.460997,0,22,0.222222,16,0.228571,-9,1,0,0.296736,-2,0,4.893905,0.16688,2296.875,0.633864,46.875,0.461538,772.815609,0.640703,550.820064,0.729968
NO,1,1203,0.978162,0,66,0.185185,40,0.363636,52.272727,0.019531,7.869283,0.27527,43,1,22,0.4,-22,0.648649,0.014143,0.363045,5,1,12.133162,0.953392,2015.625,0.555716,15.625,0,424.543733,0.34601,323.546982,0.428777
NO,0,177,0.813327,0.19643,81,0.740741,58,0.909091,69.526316,0.809481,6.869984,0.161049,25,0.333333,13,0.142857,-17,0.783784,-0.011364,0.243458,3,0.714286,4.63557,0.138813,3614.583333,1,83.333333,1,935.042547,0.777973,643.303096,0.85253
NO,0.982258,197,0.976654,0.029122,79,0.666667,57,0.878788,68.588235,0.766532,6.315796,0.097705,16,0,8,0,-14,0.864865,0,0.296736,-2,0,3.357903,0,2505.208333,0.691751,46.875,0.461538,900.221176,0.748508,633.329463,0.839312
NO,0.981299,141,0.97811,0.022619,80,0.703704,40,0.363636,62.190476,0.473612,10.839166,0.614732,24,0.296296,19,0.314286,-31,0.405405,0.15,1,5,1,5.673151,0.251541,2104.166667,0.580318,36.458333,0.307692,577.008929,0.47502,522.678293,0.692673
NO,0.625749,80,0.949569,0,88,1,61,1,73.6875,1,8.098756,0.301499,18,0.074074,12,0.114286,-17,0.783784,-0.063291,0,5,1,5.949879,0.281607,3270.833333,0.904486,46.875,0.461538,1197.436952,1,754.581456,1
NO,0.921602,724,0.988236,0.012131,81,0.740741,42,0.424242,62.285714,0.477972,14.209798,1,20,0.148148,39,0.885714,-37,0.243243,0.053942,0.549639,0,0.285714,12.56215,1,15.625,0,15.625,0,15.625,0,0,0
NO,0.856396,1523,1,0.001873,51,0.3125,36,0.186047,44.875,0.294517,4.858948,0.707026,22,1,15,0.789474,-15,0.285714,0.003942,0.71827,0,1,7.31594,0.608817,83.333333,0,83.333333,0.041783,83.333333,0,0,0
NO,0,79,0.73876,0.26151,57,0.4375,36,0.186047,47.3,0.348785,6.277738,0.913474,22,1,17,0.894737,-21,0,0.217949,1,0,1,8.066467,0.671274,2901.041667,0.69448,5.208333,0,267.595721,0.048468,555.520533,0.633215
NO,0.785247,19,0.979341,0.059283,59,0.479167,59,0.72093,59,0.610614,0,0,1,0,0,0,0,1,0,0.71308,0,1,0,0,369.791667,0.070603,338.541667,0.178273,354.640152,0.071364,14.972906,0.017067
NO,0.912045,279,0.989004,0,36,0,28,0,31.714286,0,2.813959,0.409459,11,0.47619,5,0.263158,-7,0.666667,0,0.71308,0,1,1.943445,0.161729,1895.833333,0.446727,57.291667,0.027855,604.733911,0.137149,388.891506,0.443281
NO,1,25,0.990011,0,64,0.583333,52,0.55814,57.5,0.577046,4.5,0.654795,5,0.190476,12,0.631579,-5,0.761905,-0.5,0.054852,-3,0,6.5,0.540916,4140.625,1,1875,1,3885.044643,1,560.230431,0.638583
NO,0.85789,640,0.988881,0,60,0.5,40,0.27907,50.642857,0.423593,6.872379,1,16,0.714286,12,0.631579,-16,0.238095,0.001565,0.71514,-1,0.666667,9.35636,0.778616,1817.708333,0.427471,166.666667,0.086351,647.681452,0.148446,323.486718,0.368729
NO,0.857703,6,0.921346,0.100571,83,0.979167,64,0.837209,73.5,0.935102,6.717514,0.977466,3,0.095238,19,1,-19,0.095238,0,0.71308,0,1,12.016655,1,3901.041667,0.94095,1875,1,3394.53125,0.870976,877.301776,1
NO,0.929412,25,0.90156,0,84,1,71,1,76.4,1,4.758151,0.692359,5,0.190476,13,0.684211,-5,0.761905,-0.541667,0,-3,0,6.204697,0.516341,1947.916667,0.459564,98.958333,0.050139,617.897727,0.140612,814.93744,0.928913
YES,0.585434,275,1,0.005869,76,0.833333,64,0.837209,69.777778,0.851804,3.764683,0.547799,14,0.619048,8,0.421053,-12,0.428571,-0.025547,0.679448,0,1,2.589156,0.215464,3906.25,0.942234,46.875,0.022284,614.986559,0.139846,864.823886,0.985777
NO,1,1046,0.987118,0.013178,75,0,34,0,53.710526,0,11.690995,1,45,1,24,0,-28,1,0,0,8,0,11.160851,1,500,0,70.833333,1,101.851852,0,79.140942,0
YES,0,1537,0.983059,0,99,1,58,1,79.473684,1,11.27815,0,37,0,26,1,-32,0,0.009115,1,12,1,9.34,0,704.166667,1,25,0,202.27577,1,131.461117,1
NO,1,1280,0.988565,0,72,0,34,0,53,0,7.958224,1,44,1,20,1,-38,0,0.018765,1,9,1,14.501289,1,3800,1,112.5,1,555.747126,1,634.279214,1
YES,0,558,0.990113,0.010056,80,1,61,1,70.105263,1,5.646561,0,18,0,17,0,-9,1,0,0,0,0,3.379631,0,3758.333333,0,25,0,546.602349,0,603.691225,0
NO,0.962695,396,0.973498,0,79,0.95,59,0.794872,67.928571,0.847834,5.624745,0.424638,21,0.636364,9,0.071429,-15,0.666667,-0.03038,0.534735,-4,0.75,5.558808,0.192481,2000,1,166.666667,0.384615,660.763889,0.576308,601.284332,0.91966
NO,1,78,0.979167,0,81,1,67,1,74,1,3.109126,0,21,0.636364,9,0.071429,-12,0.766667,0.051948,1,4,1,5.598924,0.194569,2000,1,416.666667,1,1138.888889,1,653.811239,1
NO,0.962695,396,0.973498,0,79,0.95,59,0.794872,67.928571,0.847834,5.624745,0.424638,22,0.681818,9,0.071429,-15,0.666667,0,0.706422,-4,0.75,5.503969,0.189625,2000,1,166.666667,0.384615,660.763889,0.576308,601.284332,0.91966
NO,0.96083,194,0.97878,0.028736,41,0,28,0,34.1,0,4.392038,0.216556,13,0.272727,7,0,-10,0.833333,-0.015544,0.618577,0,0.875,3.425713,0.081422,833.333333,0.413613,83.333333,0.179487,255.208333,0.216923,184.901946,0.282806
NO,0,57,0.951289,0.055206,65,0.6,55,0.692308,60.2,0.654135,3.867816,0.128067,7,0,9,0.071429,-5,1,-0.125,0,0,0.875,1.861859,0,1322.916667,0.659686,83.333333,0.179487,290.364583,0.248077,391.853537,0.599337
YES,0.99184,193,0.890208,0.114149,76,0.875,62,0.871795,68.888889,0.871902,4.483165,0.231939,13,0.272727,8,0.035714,-7,0.933333,0.010417,0.765291,0,0.875,2.464307,0.031366,1656.25,0.827225,104.166667,0.230769,756.578947,0.661215,538.072278,0.822978
NO,0.988809,918,0.979058,0,70,0.725,35,0.179487,46.5,0.310777,9.033272,1,29,1,35,1,-35,0,0,0.706422,-28,0,21.06872,1,10.416667,0,10.416667,0,10.416667,0,0,0
NO,0.184896,871,0.991691,0.009642,56,0,28,0,41.148148,0,8.030976,0,34,0.184211,24,0.333333,-20,1,-0.005747,0,1,0.354839,5.974175,0.12609,1004.166667,0.209343,33.333333,0.466667,421.203704,0.4393,257.886146,0.193337
NO,0.016927,5937,1,0.006239,63,0.304348,35,0.333333,46.909091,0.25898,9.326936,0.331007,40,0.342105,28,0.666667,-28,0.384615,0.000842,0.269631,21,1,16.78679,1,500,0,41.666667,0.6,141.203704,0,128.341817,0
NO,1,2543,0.991727,0,77,0.913043,36,0.380952,57.512821,0.735666,11.946187,1,65,1,32,1,-33,0,-0.001967,0.15468,4,0.451613,11.724966,0.590887,2908.333333,1,58.333333,0.866667,775.668239,0.995429,700.499395,0.853912
NO,1,10555,0.315152,0.684857,72,0.695652,42,0.666667,55.72,0.65507,8.287436,0.065504,37,0.263158,20,0,-26,0.538462,0.001516,0.297198,-10,0,9.965128,0.448652,1916.666667,0.588235,4.166667,0,458.677686,0.498094,430.866704,0.451501
YES,0,750,0.991681,0.008735,79,1,49,1,63.392857,1,8.461422,0.109942,27,0,22,0.166667,-21,0.923077,0.018692,1,1,0.354839,4.414102,0,2800,0.955017,66.666667,1,778.581871,1,798.384638,1
NO,1,393,0.973245,0.030768,48,0,26,0,36.888889,0,6.244009,0.185435,18,0,12,0,-15,0.807692,-0.012755,0.525847,0,0.368421,6.661444,0.231484,2883.333333,0.736081,45.833333,0.625,384.404762,0.661401,342.823561,0.552537
NO,0.941065,700,0.973164,0,90,1,35,0.272727,58.222222,0.597386,12.758681,1,55,1,36,1,-36,0,0.015737,0.803754,5,0.631579,12.27445,1,1612.5,0.409529,22.916667,0.166667,409.305556,0.706442,240.375943,0.38742
NO,0.930251,1221,0.973149,0,73,0.595238,42,0.484848,58.37037,0.601535,8.773479,0.501708,36,0.486486,29,0.708333,-22,0.538462,-0.019672,0.458379,-4,0.157895,8.64204,0.502662,1900,0.483405,31.25,0.333333,171.265015,0.275871,181.365406,0.292311
NO,0.835361,252,0.973016,0,78,0.714286,45,0.575758,61.222222,0.681394,9.26696,0.563411,30,0.324324,21,0.375,-16,0.769231,0.035857,1,-7,0,8.007635,0.415801,3910.416667,1,14.583333,0,571.599003,1,620.453705,1
NO,0.855637,196,0.959567,0,83,0.833333,56,0.909091,69.695652,0.918671,7.69209,0.366496,21,0.081081,23,0.458333,-10,1,-0.066667,0,-3,0.210526,4.970752,0,1787.5,0.454497,64.583333,1,480.570175,0.835346,458.17037,0.738444
NO,0.710462,1367,0.98642,0.013962,51,0.071429,36,0.30303,44,0.199129,4.760952,0,27,0.243243,15,0.125,-15,0.807692,0.006589,0.714523,0,0.368421,7.600423,0.360046,18.75,0,18.75,0.083333,18.75,0,0,0
YES,0,708,0.913611,0.08705,87,0.928571,59,1,72.6,1,7.914544,0.394311,33,0.405405,19,0.291667,-16,0.769231,0.016973,0.815813,12,1,9.858676,0.66924,1800,0.457709,41.666667,0.541667,220.585938,0.365083,239.677899,0.386295
NO,0.417671,210,0.961315,0.047228,54,0.103448,24,0,39.043478,0,7.462825,0.558298,24,0.295455,12,0.304348,-14,0.76,-0.004785,0.32486,1,1,6.048842,0.392124,595.833333,0.00721,95.833333,0.714286,412.760417,0.304413,119.241206,0
NO,0,424,1,0.029136,51,0,35,0.261905,42,0.095506,5.338539,0.347909,17,0.136364,16,0.478261,-16,0.68,0.002364,0.415364,0,0.75,8.603562,0.675487,500,0,104.166667,1,170.138889,0,147.518374,0.015433
NO,0.995984,428,0.961418,0,80,1,36,0.285714,58.475,0.627704,11.922641,1,55,1,28,1,-33,0,-0.030445,0,-3,0,11.529273,1,13791.666667,1,100,0.857143,967.154255,1,1951.443749,1
YES,1,104,0.96142,0,74,0.793103,66,1,70,1,1.825742,0,11,0,5,0,-8,1,0.048544,1,-2,0.25,2.51357,0,2991.666667,0.187461,75,0,967.050439,0.99987,809.838245,0.376922
NO,0.940496,337,0.974587,0.027954,53,0.071429,22,0,37.5,0,6.201478,0.366598,28,0.363636,18,0.333333,-14,0.681818,0.014881,0.890793,1,0.6,5.939909,0.324833,595.833333,0.034431,95.833333,0.045455,381.134259,0.403252,133.766006,0.004853
NO,0.897521,650,1,0.019112,51,0,35,0.288889,42,0.125158,5.338539,0.237527,21,0.204545,16,0.222222,-16,0.590909,0.021572,1,0,0.4,8.712821,0.699742,500,0,104.166667,0.136364,153.645833,0,130.90957,0
NO,1,656,0.974684,0,73,0.785714,37,0.333333,55.472222,0.49986,10.436278,1,56,1,30,1,-29,0,-0.039695,0,3,1,10.933593,1,1787.5,0.462575,91.666667,0,595.121308,0.782572,504.452135,0.634603
YES,0,192,0.972901,0.049296,79,1,67,1,73.454545,1,3.750482,0,12,0,12,0,-7,1,0.010471,0.818816,-2,0,3.537369,0,3283.333333,1,183.333333,1,717.780172,1,719.533734,1
NO,0.000006,488,0.985482,0.015969,51,0,22,0,37.518519,0,8.50869,0.533451,32,0.305556,19,0.368421,-19,0.863636,0,0.174268,7,1,7.684754,0.515437,1037.5,0.000009,45.833333,0,472.935103,0.000099,238.977205,0.000008
NO,0,931,1,0.010911,51,0,35,0.361111,42,0.15201,5.338539,0.043136,23,0.055556,16,0.210526,-16,1,0.001075,0.197155,0,0,6.027089,0.32028,500,0,104.166667,1,183.333333,0,158.333333,0
NO,0.000011,856,0.728216,0.273007,74,0.884615,34,0.333333,55.378378,0.605799,11.525181,1,57,1,31,1,-38,0,-0.008187,0,5,0.714286,11.800631,1,1841.666667,0.000022,100,0.928571,680.134977,0.00017,532.514011,0.000037
YES,1,233,0.999906,0.000004,77,1,58,1,67,1,5.059644,0,21,0,12,0,-17,0.954545,0.038793,1,0,0,3.306636,0,61194179.166667,1,79.166667,0.571429,2924948.626894,1,10196049.709608,1
NO,1,1012,0.977225,0.023629,68,0,37,0,52.857143,0,8.908454,1,43,1,24,1,-26,0,0.020772,1,4,1,10.378712,1,3633.333333,1,33.333333,1,224.963768,0,576.642921,1
YES,0,486,0.976553,0.028866,84,1,63,1,73.666667,1,5.711587,0,19,0,16,0,-17,1,0.010309,0,-2,0,3.702033,0,1970.833333,0,20.833333,0,411.728395,1,387.704202,0
NO,1,847,0.982646,0.017607,73,0,35,0,51.758621,0,10.009152,0,42,1,30,0,-36,0,0,1,-3,0,11.449137,1,1916.666667,1,33.333333,1,311.210317,1,393.79014,1
YES,0,1689,0.981924,0,100,1,55,1,76.897436,1,12.018778,1,24,0,37,1,-12,1,-0.004147,0,-1,1,6.109146,0,1787.5,0,29.166667,0,213.65942,0,153.364588,0
YES,0.944128,368,0.923457,0.078505,69,0.73913,52,0.705882,61.25,0.732759,5.018715,0.379289,24,0.370968,12,0.333333,-12,0.666667,0.019074,0.978281,0,0.5,4.794657,0.340937,3338.541667,1,31.25,0.285714,681.697237,0.684352,786.6179,0.77849
NO,0.992957,963,0.971576,0,81,1,62,1,70.823529,1,5.782685,0.437026,23,0.354839,12,0.333333,-12,0.666667,-0.017672,0.93317,-3,0,5.948209,0.422963,2432.291667,0.725984,20.833333,0.142857,377.397896,0.368823,333.023014,0.326065
NO,0.997942,2731,0.971605,0,74,0.847826,32,0.117647,51.615385,0.463812,13.231887,1,63,1,36,1,-36,0,0.011355,0.968805,3,1,14.063184,1,2666.666667,0.79685,10.416667,0,354.554063,0.345136,436.982225,0.429756
NO,0.463754,137,0.975976,0.024758,74,0.847826,52,0.705882,63.928571,0.80753,5.675314,0.428912,22,0.33871,12,0.333333,-12,0.666667,0.036765,1,2,0.833333,5.234793,0.372234,1791.666667,0.532283,36.458333,0.357143,296.875,0.285329,357.988469,0.350966
NO,1,376,0.971632,0.033402,52,0.369565,28,0,40.611111,0.156632,6.386956,0.482694,16,0.241935,12,0.333333,-12,0.666667,0.018667,0.977781,3,1,5.046152,0.35882,2854.166667,0.853543,31.25,0.285714,336.210029,0.326115,286.076684,0.279239
NO,0.941595,428,0.969784,0.249358,51,0.347826,51,0.676471,51,0.446634,0,0,1,0,0,0,0,1,0,0.954865,0,0.5,0,0,125,0.028346,41.666667,0.428571,78.587963,0.058986,21.595498,0.01544
NO,0.993352,4,0.971581,0.052893,49,0.304348,49,0.617647,49,0.390805,0,0,1,0,0,0,0,1,0,0.954865,0,0.5,0,0,2390.625,0.713386,67.708333,0.785714,986.111111,1,1008.699978,1
